# idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
17,203,-0.011490,-0.054210,0.006511,0.999986,0.003403,-0.002908,-0.002860
660,204,0.030252,-0.008668,-0.004851,0.999975,-0.006576,-0.002399,-0.000234
204,285,-0.074196,-0.027515,0.043777,0.999975,0.002908,-0.001604,0.006206
661,286,-0.076965,-0.100737,-0.004291,0.999990,0.002839,-0.000886,-0.003302
662,288,-0.150095,-0.060561,-0.205224,0.999987,0.000310,-0.003174,-0.003981
165,287,0.110009,0.023345,-0.062729,0.999990,-0.003484,-0.002605,-0.000966
663,288,-0.095417,-0.126692,0.022873,0.999974,0.003864,-0.003837,-0.004705
165,289,0.020586,0.027802,-0.066053,0.999928,-0.000502,0.011325,0.003879
664,20,0.123513,-0.166490,-0.028108,0.999997,-0.002228,0.000805,-0.000037
20,290,-0.272717,-0.124788,-0.263699,0.999941,-0.004876,-0.008677,-0.004244
207,290,-0.048850,0.021685,-0.046655,0.999996,-0.000288,0.002745,0.001149
290,477,-0.130098,0.031241,-0.225225,0.999904,-0.002914,-0.012592,0.004938
208,291,0.042065,0.039006,-0.056893,0.999998,-0.001284,0.001266,0.000820
23,478,0.112120,0.052379,-0.001131,0.999994,0.000093,0.001652,-0.003124
211,292,0.037993,0.064432,-0.163798,0.999981,-0.004653,0.002328,-0.003260
669,26,0.277255,0.023732,-0.449121,0.999874,-0.014499,0.000657,-0.006446
26,481,-0.107276,0.199210,0.066750,0.999971,0.004273,0.005846,0.002454
670,213,-0.105357,-0.076073,0.027320,0.999999,-0.001532,0.000289,-0.000068
213,482,0.061727,-0.034402,0.002971,0.999995,0.000599,0.002835,0.001003
27,483,-0.085942,-0.067463,-0.378287,0.999950,-0.007507,0.006450,0.001728
672,29,-0.027130,0.209767,0.129064,0.999992,0.001362,-0.002725,0.002662
29,296,0.044686,0.069962,0.015595,0.999994,0.002037,-0.002059,0.001865
297,484,0.128517,0.022942,0.003147,0.999993,-0.000935,0.001341,-0.003276
673,301,-0.055364,0.193801,0.275137,0.999966,-0.001125,-0.007272,0.003723
30,300,0.150706,-0.070106,0.003847,0.999997,0.000126,-0.000878,0.002078
31,299,0.020112,-0.042017,-0.087961,0.999994,-0.003346,0.000078,-0.001028
32,298,0.040984,-0.070701,-0.085561,0.999984,0.000666,-0.005589,-0.000493
216,300,0.034447,0.241502,0.039786,0.999993,-0.001439,-0.001005,0.003285
217,485,0.163051,0.018794,0.171484,0.999983,-0.004611,-0.001902,0.003106
218,487,0.082706,0.022075,0.087884,0.999996,-0.002600,-0.000285,0.001025
300,485,-0.155043,-0.115075,-0.142497,0.999962,0.008401,-0.002272,-0.000518
674,33,-0.125436,0.030015,-0.012308,0.999996,-0.000778,0.002317,0.001022
674,302,0.036666,-0.003222,-0.031776,0.999990,0.002271,0.003866,-0.000080
31,303,0.024930,-0.036984,-0.052198,0.999990,-0.002805,0.002211,-0.002578
33,219,-0.176458,0.164430,-0.041100,0.999991,0.000114,0.000871,0.004195
33,488,-0.034960,-0.011866,-0.076653,0.999979,-0.005617,0.002661,-0.001595
34,302,-0.021223,0.078739,-0.063507,0.999996,-0.001262,-0.000938,-0.002448
218,303,0.108356,-0.020703,0.000563,0.999998,-0.001300,-0.000140,0.001803
219,489,0.060624,-0.105772,-0.004783,0.999999,0.000999,-0.000527,-0.000474
221,299,-0.069570,-0.020179,-0.019775,0.999995,-0.002168,0.002163,0.000802
300,489,-0.248877,0.004878,-0.101529,0.999990,-0.002986,0.001474,0.002915
675,32,-0.096474,0.004469,-0.059905,0.999991,-0.001976,-0.001794,0.003358
675,487,0.119294,-0.029791,-0.022740,0.999995,-0.000555,-0.002242,-0.002162
676,489,-0.016686,0.104610,-0.128128,0.999988,-0.003240,-0.001743,-0.003307
678,36,-0.037794,-0.121940,0.201769,0.999983,-0.005233,0.002477,-0.000628
33,490,-0.047600,0.152366,-0.012470,0.999964,0.007780,-0.003267,0.001117
35,490,-0.057862,0.224504,0.078034,0.999986,-0.002048,0.003138,-0.003648
222,303,-0.043045,-0.035720,0.053979,0.999999,0.001338,-0.000327,0.000259
679,36,0.002563,-0.074456,0.113430,0.999999,0.000566,0.001376,0.000022
35,491,0.107090,0.005792,0.041573,0.999984,-0.003356,0.004462,-0.000608
223,491,0.042273,-0.066540,-0.025111,0.999987,0.001948,-0.002615,-0.003873
680,306,0.012578,-0.061482,-0.075882,0.999970,0.001388,-0.006450,-0.004023
37,306,-0.089440,-0.016656,-0.002201,0.999986,0.002089,0.003283,-0.003665
224,492,0.025383,-0.028624,-0.012076,1.000000,-0.000328,-0.000149,0.000784
681,307,0.025547,0.076204,-0.065850,0.999984,-0.003208,0.004707,-0.000323
38,492,-0.041513,-0.032159,0.122943,0.999948,-0.001541,0.009241,-0.004002
307,493,0.007053,0.185186,0.003229,0.999991,-0.003242,0.000278,0.002757
38,494,0.081311,0.086021,0.005126,0.999974,0.004120,0.005005,0.003252
307,494,-0.054950,-0.068801,0.072812,0.999986,-0.004367,-0.003082,-0.000542
39,227,0.044924,-0.045856,0.008096,0.999968,-0.000527,0.002317,0.007678
40,309,-0.018863,-0.035820,0.035604,1.000000,-0.000642,0.000636,0.000302
685,497,0.119655,0.019425,-0.043049,0.999985,0.001649,-0.002176,0.004732
42,310,0.061683,-0.008164,0.051221,0.999999,-0.000758,-0.000020,0.000835
686,43,-0.020848,0.051147,-0.023504,0.999985,0.005476,-0.000140,-0.000595
42,230,-0.001945,0.057848,0.046301,0.999969,0.007001,-0.003563,-0.000381
44,311,0.040322,0.072834,-0.061400,0.999909,-0.008552,-0.009526,-0.004178
687,230,-0.097282,-0.156367,-0.033668,0.999991,-0.000851,-0.000533,0.004045
688,231,0.077548,-0.340762,-0.189316,0.999977,-0.003326,0.001646,-0.005675
231,313,0.078604,-0.029127,0.116924,0.999989,-0.002886,0.003134,-0.001915
689,233,0.067948,-0.008812,-0.009521,0.999995,0.001446,-0.001551,-0.002284
690,47,0.052376,0.020537,0.107234,0.999779,-0.018775,0.000175,0.009455
46,502,0.055029,0.028967,-0.033744,0.999993,-0.000080,0.002190,-0.003100
234,502,0.028536,-0.067087,-0.221542,0.999959,0.008093,-0.004061,0.000020
691,503,0.046283,0.003172,0.016827,0.999996,-0.001174,0.000483,0.002359
234,317,0.019137,0.094255,-0.047803,0.999989,-0.001397,-0.000612,0.004402
692,236,-0.029226,-0.041413,0.007875,0.999993,0.000016,-0.001217,-0.003411
236,504,0.284929,-0.023214,-0.007250,0.999926,0.002994,0.010597,0.005097
236,319,-0.192010,-0.054407,-0.121599,0.999930,-0.006583,0.008370,-0.005234
694,238,-0.002782,-0.016586,-0.240599,0.999991,-0.003233,0.001212,0.002573
320,506,-0.018830,0.054980,-0.155437,0.999985,-0.002440,-0.002680,-0.004103
239,507,-0.092846,0.052553,-0.021520,0.999987,-0.004061,0.002228,0.002339
697,509,-0.053884,-0.020704,-0.007025,0.999998,0.000689,-0.001942,-0.000687
698,322,0.130344,-0.015116,-0.034493,0.999996,0.001370,0.001331,-0.002017
699,510,-0.056438,-0.071636,-0.110566,0.999985,-0.002911,-0.001990,0.004290
700,326,-0.060722,-0.129566,-0.034779,0.999998,-0.001574,-0.000625,0.000540
702,59,0.045154,-0.026143,-0.357552,0.999944,0.005123,0.008358,-0.003963
59,327,-0.201367,-0.014290,-0.042943,0.999992,0.003059,0.002120,-0.001503
246,327,-0.138611,-0.054830,0.227323,0.999934,0.002755,0.011044,-0.001449
328,515,-0.099125,-0.063183,-0.128562,0.999981,0.005995,-0.000446,-0.001500
247,328,-0.004499,-0.065037,-0.017120,0.999996,-0.000790,0.002739,0.000390
60,330,-0.003817,-0.138277,0.038739,0.999997,-0.001777,-0.000415,-0.001813
705,330,-0.059905,-0.016441,0.059191,0.999977,-0.005843,0.003407,0.000086
62,330,0.055609,0.050801,0.018990,0.999995,-0.001254,0.000037,0.002812
249,517,-0.033541,0.047096,-0.034453,0.999995,0.000821,-0.000314,0.003067
706,332,-0.013536,0.020908,-0.233892,0.999957,-0.007892,0.004229,0.002525
63,517,-0.115024,0.009621,0.051226,0.999985,-0.000480,-0.000758,-0.005344
332,518,-0.019513,0.007548,-0.104974,0.999828,-0.006724,-0.017144,0.002020
63,333,0.086033,-0.103207,-0.126606,0.999974,-0.001843,0.004766,-0.005176
251,332,-0.050875,0.070328,0.005575,0.999987,0.001879,-0.001522,-0.004570
708,252,0.046538,-0.048729,-0.030114,0.999989,-0.002536,-0.000882,0.003967
65,333,0.051825,-0.098744,-0.038315,0.999995,-0.002117,0.001502,0.001990
709,252,0.065970,0.058357,-0.088794,1.000000,-0.000336,0.000045,0.000522
66,252,0.059586,-0.035219,-0.013320,0.999981,-0.003717,-0.003048,-0.003763
253,335,0.010308,0.005439,0.113582,0.999990,0.003166,-0.001356,-0.002702
710,254,-0.015850,0.200479,0.069123,0.999983,-0.000108,-0.004824,0.003351
711,336,-0.078964,-0.080757,0.009962,0.999998,0.001212,0.001562,0.000526
68,336,-0.031911,-0.064918,0.065292,0.999948,-0.009868,-0.002000,0.001768
337,522,-0.013676,-0.099719,0.496054,0.999923,-0.008561,-0.008449,-0.003109
256,337,0.000739,-0.058284,0.068917,0.999994,-0.000516,0.003398,0.000322
713,257,0.000077,0.005541,0.021334,0.999999,0.001352,0.000530,0.000642
70,257,-0.035990,0.146032,-0.015497,0.999999,0.000725,0.000046,-0.001337
339,525,-0.062002,0.075776,-0.006219,0.999987,0.001429,-0.004017,-0.002803
70,526,0.016042,0.030934,-0.010145,0.999981,0.002727,-0.003103,-0.004506
258,526,0.010600,-0.069700,0.023594,0.999977,-0.004746,-0.002911,0.003841
715,527,0.015082,-0.076573,0.070667,0.999997,-0.002189,-0.000739,0.000657
258,341,0.068314,-0.031554,-0.035253,0.999986,0.004948,0.001555,-0.001352
716,259,0.032276,0.105636,-0.024446,0.999987,0.002694,-0.001024,0.004184
259,528,-0.039672,-0.043541,-0.052733,0.999992,0.001949,-0.003412,0.000580
717,342,0.065918,0.015408,0.108575,0.999988,0.002466,-0.004120,0.001351
720,264,0.025115,0.068738,0.011708,0.999895,0.009998,-0.010509,-0.000198
721,347,-0.003227,-0.027910,0.063484,0.999980,-0.004558,0.003744,0.002369
264,532,0.095863,0.040004,-0.013796,0.999910,0.003134,0.013033,0.000420
722,79,0.005782,0.033548,-0.009696,0.999984,-0.000656,-0.003967,0.003885
79,348,-0.137600,0.295755,0.327254,0.999846,0.013076,-0.011411,0.002641
348,533,0.063764,0.120447,0.275058,0.999795,0.017182,0.010010,-0.003851
80,349,0.026328,0.058988,0.018812,0.999990,0.002474,-0.003242,0.001986
724,267,-0.111697,-0.031657,0.007303,0.999979,-0.000281,0.003255,0.005566
725,82,-0.027554,0.136705,0.041770,0.999994,0.001534,-0.001700,0.002592
81,351,0.098694,-0.074876,0.469044,0.999819,0.017154,-0.006456,-0.005048
82,538,0.099031,-0.002505,-0.083829,0.999981,-0.001179,0.005730,0.002027
84,536,0.193142,-0.242864,-0.796164,0.999838,0.004292,0.014865,-0.009240
352,537,0.014767,0.024974,-0.066882,0.999999,-0.000555,0.001239,-0.000013
726,539,0.038506,0.058655,0.008182,0.999984,-0.000653,0.003456,-0.004340
85,538,-0.016381,-0.033030,0.105466,0.999998,0.001139,0.001161,-0.000865
727,352,0.019601,-0.092633,0.093209,0.999985,-0.000585,0.005272,0.000989
728,353,0.001686,0.014027,-0.040568,0.999990,0.001004,0.002827,0.003367
729,87,-0.027348,-0.050966,-0.047563,0.999997,0.002005,-0.000892,0.001061
730,543,0.142873,-0.139936,-0.427877,0.999961,-0.000039,0.008124,-0.003441
731,543,-0.090155,0.008877,-0.013719,0.999998,0.000910,0.000954,-0.001735
89,358,-0.034848,0.004226,0.005271,0.999996,-0.002485,-0.001081,-0.001184
90,359,0.001831,0.093347,-0.082037,1.000000,0.000119,-0.000832,-0.000295
735,92,-0.021258,-0.001107,-0.007953,0.999966,0.007329,-0.003718,-0.000089
736,548,0.125657,0.059197,-0.006717,0.999989,0.002037,0.002346,-0.003426
361,548,-0.122081,0.171091,-0.085676,0.999909,-0.004690,-0.012292,0.002979
737,549,-0.038158,0.089947,-0.100999,0.999977,-0.006582,0.001132,-0.000703
738,95,0.220563,-0.129098,-0.208038,0.999980,-0.004712,0.001185,0.003994
362,550,-0.019308,0.112223,-0.141359,0.999980,-0.005320,0.002633,-0.002101
96,552,0.033442,-0.105041,0.038259,0.999996,0.002562,-0.001368,-0.000399
97,366,-0.022116,-0.026768,-0.113761,0.999913,-0.010170,-0.008133,-0.002206
367,553,0.017904,-0.085852,-0.005274,0.999999,0.000364,-0.000091,0.001344
99,367,-0.304853,-0.285503,-0.332980,0.999840,0.011069,-0.010099,-0.009764
368,554,-0.026537,0.026157,-0.010965,0.999996,-0.001391,-0.002462,0.000259
100,369,-0.028829,0.013101,0.008433,0.999994,0.001674,-0.003081,-0.000621
744,102,0.079166,-0.081475,-0.135463,0.999934,-0.007901,-0.007143,0.004316
102,370,0.020086,-0.058699,-0.022381,0.999998,-0.000863,0.001534,0.000772
745,370,0.115556,-0.252578,-0.061592,0.999975,0.005079,0.000491,-0.004909
371,558,-0.070791,0.091409,0.001901,0.999998,-0.001099,-0.001613,0.000497
103,558,-0.127992,-0.163643,-0.055652,0.999978,0.001159,0.003595,-0.005491
747,559,0.019951,-0.017353,-0.034667,0.999994,-0.002673,-0.000016,0.002313
373,560,0.026243,-0.015463,-0.064332,0.999986,0.003639,0.001172,0.003535
374,560,-0.014765,0.018579,-0.026151,0.999973,-0.006849,-0.001676,-0.002258
750,107,0.045561,0.012434,0.028921,0.999998,-0.001557,0.000646,0.000716
375,562,0.028511,0.015587,-0.021990,0.999999,-0.000674,-0.001476,-0.000503
108,376,0.082946,0.109257,-0.024207,0.999959,-0.007084,0.004181,0.003780
752,378,0.009392,0.045015,-0.348889,0.999946,0.009320,0.004361,0.001114
753,110,0.019492,0.118037,-0.012646,0.999997,0.001493,0.001585,-0.000563
379,565,-0.037448,0.083748,-0.069679,0.999981,0.006191,0.000564,0.000498
110,567,0.051285,-0.025884,-0.042114,0.999974,0.003060,0.003992,-0.005215
380,567,-0.010366,0.005470,-0.082938,0.999995,0.001384,-0.000338,-0.002889
112,566,-0.062721,0.035062,-0.110338,0.999963,-0.007745,0.003244,-0.001758
113,381,0.034714,-0.096972,-0.030323,0.999982,0.005186,0.000733,-0.002966
382,568,0.015589,0.074583,-0.041981,0.999979,0.001015,0.004599,0.004369
114,570,0.065938,-0.001355,-0.020104,0.999996,0.000889,-0.001282,0.002348
759,116,0.051669,-0.023833,0.025723,0.999998,0.001350,0.001695,0.000002
115,385,0.044653,0.133232,0.020996,0.999979,-0.000842,0.000373,-0.006354
117,383,0.277476,-0.065702,0.098126,0.999983,0.002566,-0.002500,-0.004628
384,572,0.055905,0.168347,-0.059366,0.999884,-0.005148,-0.014181,-0.001846
760,118,-0.123688,0.295076,-0.029331,0.999971,-0.002784,-0.000068,0.007042
115,387,-0.162855,-0.127112,-0.266306,0.999919,-0.005241,-0.011115,0.003345
118,385,-0.002111,-0.125242,-0.049052,0.999997,-0.000132,-0.000718,0.002424
119,387,-0.037996,0.056502,-0.010759,0.999988,0.000629,0.004825,0.000443
386,574,-0.053622,0.071610,0.183945,0.999910,0.009126,0.007623,-0.006268
761,388,-0.028948,0.034421,0.026113,0.999994,0.000894,-0.001031,-0.003068
762,388,-0.018913,-0.007557,0.070874,0.999939,-0.002061,0.002318,-0.010591
120,388,-0.020693,0.001806,-0.007683,0.999998,-0.001471,-0.001197,0.000166
121,577,0.006102,0.054028,-0.639260,0.999971,-0.006090,0.004559,-0.000912
765,578,0.029733,-0.037012,0.545280,0.999698,-0.013210,-0.019877,-0.005894
766,122,-0.034264,-0.015145,0.082463,0.999963,-0.007711,-0.000431,0.003843
123,578,0.010008,0.091922,0.045546,0.999993,0.000443,0.002611,-0.002487
767,580,-0.084369,-0.042000,0.024319,0.999991,-0.002869,0.001502,0.002645
768,124,-0.072338,-0.064808,0.095238,0.999990,0.001514,-0.000839,0.004060
769,125,-0.007211,0.016770,-0.052702,0.999985,-0.002290,0.001394,-0.004726
126,580,-0.114680,0.043035,0.010713,0.999993,0.003585,0.000197,0.001387
770,582,-0.033777,0.088369,-0.010557,0.999995,-0.001270,0.001238,-0.002800
771,127,0.112264,0.041967,-0.004902,0.999985,0.001130,0.001014,-0.005323
128,582,-0.092080,0.106774,-0.005895,0.999998,0.000104,-0.001026,0.001744
128,398,0.058270,-0.064764,-0.006597,0.999997,0.000659,0.001206,0.001981
773,585,-0.008285,0.086541,-0.024171,0.999998,0.000709,0.001169,0.001215
399,584,0.069769,0.234175,0.053418,0.999971,-0.005109,0.003145,-0.004720
130,586,0.160389,-0.027473,0.066460,0.999954,-0.008245,0.004948,0.000541
775,131,-0.028370,-0.066962,-0.054659,0.999996,0.000037,0.002694,-0.000925
132,587,-0.133550,-0.020389,-0.220673,0.999891,-0.000730,-0.014636,0.001796
132,401,-0.014758,-0.002447,-0.008068,0.999974,0.001040,0.001366,-0.007061
777,134,0.132401,0.018833,-0.099189,0.999950,-0.004504,-0.003239,0.008293
778,590,-0.040078,0.020703,-0.024152,0.999998,0.000471,0.001707,0.000558
135,591,0.047951,0.030543,0.006739,0.999996,-0.001293,0.000595,-0.002415
780,592,0.128671,0.075346,-0.001587,0.999994,0.003028,0.000042,0.001361
137,405,0.057531,0.016069,-0.012465,0.999993,0.003569,0.000374,0.000563
138,591,0.003704,0.024981,0.097215,0.999990,-0.001723,0.004007,0.000851
406,593,0.028551,0.028168,0.244215,0.999935,0.011253,-0.000252,0.001964
781,407,-0.127843,0.086914,-0.006688,0.999996,0.002345,-0.000951,-0.001278
138,594,-0.011418,0.078722,0.029800,0.999997,0.000770,0.000988,0.002181
407,594,0.097271,-0.106321,0.069030,0.999936,0.010891,0.000175,-0.003046
782,408,-0.157683,-0.073562,-0.079559,0.999989,0.003131,-0.002658,-0.002471
139,409,-0.030630,0.044249,-0.003296,0.999989,-0.002238,-0.003128,-0.002747
406,595,-0.013400,-0.043105,0.094159,0.999973,0.000728,-0.006924,-0.002496
783,409,0.058026,0.113071,-0.171104,0.999932,0.009668,-0.006458,0.000426
784,596,0.006785,0.095651,-0.062615,0.999994,-0.002270,0.002661,-0.000590
785,598,0.097907,0.042896,-0.059637,0.999986,-0.003215,0.000777,-0.004022
411,597,-0.095936,-0.037873,0.069980,0.999981,0.000258,-0.005474,-0.002912
143,411,0.041949,0.054537,-0.154586,0.999959,0.006833,0.003913,0.004471
787,599,0.043442,-0.059163,0.006416,0.999997,-0.001477,0.000535,-0.001981
788,600,0.001603,0.059573,-0.153637,0.999904,-0.006114,0.012147,-0.002781
789,146,0.022071,0.104062,-0.066144,0.999992,0.002902,-0.002101,0.001541
146,601,0.003324,0.069900,-0.036233,0.999999,0.001389,-0.000835,0.000096
146,417,-0.041642,-0.074565,0.018457,0.999997,-0.000894,-0.001764,-0.001064
791,416,-0.058848,0.063219,0.099723,0.999989,-0.004399,0.001488,-0.000168
792,604,0.006745,-0.017887,-0.151315,0.999997,-0.000999,-0.001952,0.000494
793,604,-0.186821,-0.085802,-0.162912,0.999977,0.002036,-0.005468,0.003450
794,152,0.032209,0.071719,-0.022835,0.999996,0.000001,-0.002815,-0.000925
151,420,0.018154,-0.030792,-0.099802,0.999987,-0.001148,0.004876,-0.000845
795,152,0.151863,-0.144174,-0.124210,0.999979,-0.005122,0.003846,0.000094
421,607,0.059773,-0.006696,0.010114,1.000000,-0.000260,0.000125,-0.000912
155,610,0.046311,-0.124741,-0.105180,0.999989,-0.004504,0.000968,0.000288
155,424,-0.067440,-0.098959,-0.154635,0.999991,-0.002440,0.001320,0.003334
424,611,0.045907,0.056149,0.000820,1.000000,-0.000873,-0.000016,-0.000480
156,425,0.109743,-0.098415,-0.088162,0.999996,0.000115,0.002830,-0.000498
800,157,-0.015765,0.088195,0.142925,0.999988,0.002151,0.003035,-0.003081
426,612,0.082135,-0.111306,-0.072568,0.999925,-0.011161,0.002737,-0.004185
158,426,-0.127209,-0.039304,0.024472,0.999926,-0.000303,0.012086,0.001486
802,428,-0.006185,-0.009267,0.006288,0.999999,-0.000205,0.000099,0.001002
428,614,0.043849,-0.089013,-0.037922,0.999999,-0.000063,-0.001706,0.000164
804,161,-0.024608,0.168462,0.015448,0.999996,-0.000341,0.000189,0.002824
161,616,-0.004437,-0.045450,0.056940,0.999987,0.000411,-0.002208,0.004665
805,617,-0.077089,-0.084567,-0.050663,0.999996,-0.002194,-0.001197,0.001022
430,618,-0.037413,-0.134750,0.004683,0.999977,-0.000717,-0.006324,-0.002492
164,432,0.127255,-0.136606,0.158748,0.999933,0.009197,-0.006604,-0.002374
433,620,0.154883,-0.134459,-0.065035,0.999982,0.003037,0.002968,-0.004272
809,286,-0.153938,0.006316,0.020909,0.999999,0.000595,-0.001108,0.000380
167,286,0.107672,0.118804,0.082571,0.999799,-0.007648,0.018512,-0.001287
435,621,0.009630,-0.025413,-0.047296,0.999979,-0.003228,0.002895,-0.004915
167,622,0.019791,-0.005490,-0.183519,0.999981,-0.002024,-0.004610,-0.003677
168,623,0.040286,-0.069636,-0.002746,0.999976,-0.001791,0.002635,0.006177
16,168,-0.071786,-0.189777,0.071982,0.999739,0.021059,0.007763,0.004338
169,437,0.034396,-0.089286,-0.017602,0.999986,-0.004580,0.000682,0.002678
813,625,0.095520,0.081203,-0.017140,0.999993,-0.000676,-0.001292,0.003488
814,282,0.040754,0.019961,-0.240106,0.999986,0.000652,-0.002358,0.004644
171,200,0.169590,-0.007622,-0.025983,0.999912,0.006692,-0.010949,0.003341
282,438,-0.092953,-0.105346,-0.096988,0.999991,-0.001751,-0.003577,0.001667
815,198,-0.078363,-0.057202,0.161578,0.999900,-0.012662,0.001592,-0.006127
172,628,-0.110781,0.109348,0.033803,0.999999,0.000395,0.000465,-0.000912
198,440,0.006261,0.141944,-0.109316,0.999963,0.005725,0.004048,0.004933
281,628,0.013596,-0.121111,-0.130511,0.999992,0.003228,0.002326,0.000308
816,12,0.015773,-0.042161,-0.085152,0.999951,-0.008436,-0.004880,0.001773
12,173,-0.024548,-0.095782,0.050301,0.999969,0.005690,0.004967,-0.002040
279,628,0.005888,0.029139,-0.006732,0.999998,0.000403,0.001191,-0.001584
817,198,0.062673,-0.044030,-0.036516,0.999945,-0.010095,-0.002633,0.000519
10,174,0.028246,-0.133272,0.091426,0.999980,0.003003,0.001848,0.005156
11,173,-0.077885,0.107911,0.133896,0.999976,0.000859,0.003621,0.005914
198,279,-0.137704,0.102916,-0.113676,0.999976,0.005833,0.003660,-0.000600
443,466,-0.046648,0.081864,0.029468,0.999979,0.003372,-0.004932,0.002395
818,278,-0.036987,0.057956,0.042122,0.999975,-0.000063,0.006553,0.002544
9,442,-0.042073,-0.132567,-0.093615,0.999356,-0.019043,0.028948,-0.009299
175,631,0.009460,-0.110793,0.029018,0.999995,-0.002537,-0.001096,-0.001280
443,631,0.092969,-0.041651,0.009214,0.999999,0.000437,-0.000600,0.000877
820,176,-0.033468,0.033502,0.050270,0.999979,0.001784,-0.005717,-0.002360
821,193,-0.145820,-0.083392,0.018179,0.999995,-0.000341,0.001061,0.002923
178,445,-0.150756,0.041718,-0.041086,0.999084,0.009388,0.041734,-0.001112
