idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
300,489,0.085395,-0.054141,-0.011013,0.999985,-0.003693,-0.002603,-0.002966
675,32,0.078703,-0.055143,-0.051558,0.999994,-0.002240,0.002432,0.000725
675,487,0.138875,-0.089680,0.180565,0.999858,-0.014159,-0.008953,-0.002018
676,489,-0.126541,0.013093,-0.349901,0.999901,-0.000756,-0.014076,-0.000185
678,36,-0.079434,-0.037514,-0.010428,0.999957,0.006934,0.006013,-0.001493
33,490,0.086836,0.041641,-0.029081,0.999997,-0.000642,-0.000930,-0.002085
35,490,0.120258,0.017812,0.065125,0.999985,-0.004831,0.001834,0.001569
222,303,-0.110297,-0.130367,0.025871,0.999985,0.002620,-0.004648,-0.000789
679,36,-0.078191,-0.082412,0.073887,0.999974,0.001220,0.006695,0.002200
35,491,-0.054923,-0.164054,-0.062520,0.999952,0.001738,0.009171,-0.002830
223,491,0.206596,-0.088896,0.115469,0.999951,0.007830,0.005481,0.002529
680,306,-0.014922,-0.119652,-0.019188,0.999970,0.001006,-0.001356,-0.007527
37,306,-0.129694,0.073442,0.091926,0.999981,-0.004242,-0.004366,-0.000504
224,492,0.036152,-0.026120,-0.018639,0.999995,-0.001136,-0.000757,0.002717
681,307,0.069489,0.091289,-0.105448,0.999972,-0.003371,0.006677,0.000779
38,492,-0.023585,-0.048660,0.122518,0.999972,0.004092,0.002534,-0.005760
307,493,-0.002499,0.096008,-0.093771,0.999958,-0.008728,0.001063,0.002742
38,494,0.241191,0.062769,-0.004425,0.999995,0.000318,0.001588,0.002813
307,494,-0.045045,-0.038136,0.056093,0.999967,-0.002607,0.007353,0.002163
39,227,0.022698,0.019772,-0.016190,0.999986,0.003008,-0.003579,-0.002301
40,309,-0.076193,-0.072595,0.114760,0.999950,0.000564,0.009094,0.004065
685,497,0.016552,0.021271,0.019759,0.999989,-0.002082,0.003490,0.002303
42,310,0.091891,-0.072585,-0.002642,0.999982,-0.000275,0.003969,-0.004574
686,43,0.068300,0.099854,-0.307158,0.999944,0.003411,-0.008203,-0.005824
42,230,-0.068909,-0.028998,0.019382,0.999960,0.004767,-0.000871,-0.007471
44,311,-0.018909,0.079769,0.098056,0.999977,-0.003576,-0.005243,-0.002478
687,230,-0.028526,-0.004697,-0.055387,0.999988,0.000259,-0.002084,-0.004475
688,231,0.077548,-0.340762,-0.189316,0.999977,-0.003326,0.001646,-0.005675
231,313,-0.098206,0.123967,0.307055,0.999956,-0.008363,0.004178,0.000206
689,233,-0.017921,-0.039844,-0.196767,0.999993,0.002779,0.001676,0.002038
690,47,0.017816,-0.063751,0.100325,0.999820,-0.016489,-0.003137,0.008874
46,502,0.043097,0.025936,-0.057298,0.999991,-0.000932,-0.000803,-0.003985
234,502,-0.000481,-0.133762,0.019536,0.999920,0.008359,-0.005495,-0.007698
691,503,-0.003199,-0.003784,-0.095622,0.999998,0.002074,-0.000426,0.000189
234,317,0.007210,0.027318,0.014084,0.999994,-0.000558,-0.003481,0.000529
692,236,0.053059,-0.179327,-0.028882,0.999978,0.006177,-0.001293,-0.001945
236,504,0.151796,-0.068480,0.267237,0.999844,-0.001172,0.016263,0.006800
236,319,-0.087556,-0.171147,0.187445,0.999626,-0.020936,0.017403,0.002469
694,238,0.053679,-0.022686,-0.144179,0.999999,-0.000691,-0.001154,-0.000146
320,506,0.113499,0.113054,-0.305477,0.999982,-0.004209,-0.004174,-0.000355
239,507,-0.028013,0.066485,0.057907,0.999985,-0.003692,0.000984,0.003985
697,509,0.145876,0.018434,-0.121340,0.999981,0.005635,0.002494,-0.000592
698,322,0.111027,-0.064885,0.056288,0.999983,0.001384,0.000711,-0.005620
699,510,-0.040718,0.018016,-0.033857,0.999990,-0.003345,-0.002498,0.001628
700,326,-0.037837,-0.076981,0.168645,0.999980,0.004874,0.001341,0.003744
702,59,0.035669,0.011698,-0.314750,0.999883,0.008545,0.012433,-0.002648
59,327,-0.085713,-0.159632,0.011172,0.999988,0.004034,0.001830,0.001848
246,327,0.042015,-0.020486,-0.001533,0.999996,-0.000904,0.002654,0.000001
328,515,-0.099125,-0.063183,-0.128562,0.999981,0.005995,-0.000446,-0.001500
247,328,0.043558,-0.061321,-0.076633,1.000000,-0.000208,-0.000730,-0.000392
60,330,-0.104386,-0.183567,0.194434,0.999933,-0.003772,-0.010205,-0.003873
705,330,0.001671,0.081052,0.135900,0.999868,-0.015472,0.001160,0.004882
62,330,0.093145,0.061607,0.020995,0.999985,-0.002221,0.000197,0.004904
249,517,-0.072664,-0.014403,0.019790,0.999995,0.000933,0.003004,0.000618
706,332,-0.041431,-0.015063,0.266761,0.999641,-0.026125,-0.004542,-0.003746
63,517,-0.103127,-0.058455,-0.084536,0.999984,-0.000561,0.003636,-0.004312
332,518,0.135824,0.104937,0.051008,0.999918,0.000727,-0.012542,0.002376
63,333,0.109174,-0.135210,-0.019545,0.999969,0.006922,0.002421,0.002831
251,332,-0.042649,0.058293,-0.022559,0.999992,0.002743,0.001789,0.002112
708,252,0.105955,-0.004151,0.258579,0.999971,-0.005119,0.005287,0.002175
65,333,0.063983,-0.055087,-0.041384,0.999999,-0.000871,-0.000191,-0.000521
709,252,0.013494,0.002509,-0.348680,0.999898,-0.012855,0.005499,0.002990
66,252,0.132021,0.053258,-0.083969,0.999908,-0.005980,-0.011740,0.003100
253,335,0.068808,0.102822,-0.030921,0.999992,0.000199,0.001558,0.003796
710,254,0.028410,-0.160006,0.023097,0.999991,0.001142,-0.003662,-0.002057
711,336,0.070880,0.008812,-0.004146,0.999995,0.001078,-0.001669,0.002353
68,336,-0.022624,-0.070270,0.048359,0.999978,0.003310,0.000406,0.005683
337,522,0.097871,-0.052542,0.090420,0.999972,-0.004809,-0.005587,-0.000835
256,337,0.032246,-0.070975,-0.003204,0.999999,-0.001503,0.000594,-0.000077
713,257,0.016253,-0.028958,0.055342,0.999976,0.000343,0.006774,0.001046
70,257,0.016987,0.017710,-0.014952,0.999995,0.000980,-0.002092,-0.002031
339,525,-0.100810,0.052706,-0.272243,0.999568,-0.018452,-0.022713,-0.002552
70,526,0.011538,0.083864,-0.003341,0.999904,-0.012163,-0.006454,-0.001636
258,526,0.102188,-0.189020,-0.295049,0.999825,0.013466,0.013016,-0.000133
715,527,0.033814,-0.190576,-0.080378,0.999976,0.006428,0.002185,0.001086
258,341,0.174475,-0.147592,-0.095129,0.999914,0.010753,0.007223,0.001920
716,259,0.019834,-0.011220,-0.118425,0.999980,-0.005851,0.001099,0.001947
259,528,0.001472,0.040377,-0.016790,0.999996,0.001946,0.001315,0.001233
717,342,-0.020432,0.060971,0.018384,0.999990,0.001002,-0.004128,0.001555
720,264,-0.124720,-0.100949,0.132989,0.999931,0.009664,-0.005696,0.003437
721,347,0.083171,-0.161040,-0.069789,0.999707,-0.020099,-0.010985,-0.007782
264,532,-0.034109,0.064264,-0.378645,0.999916,-0.005522,-0.011311,-0.002980
722,79,0.052794,-0.112817,-0.045940,0.999988,-0.004457,-0.002100,-0.000493
79,348,-0.061364,0.183734,-0.283120,0.999990,0.001625,0.003916,-0.001281
348,533,0.101104,0.045236,-0.324557,0.999966,-0.004727,0.006772,-0.000671
80,349,-0.019975,0.026628,-0.048010,0.999941,0.002417,0.003204,0.010132
724,267,-0.003180,-0.125821,0.111771,0.999927,-0.000689,0.010802,0.005292
725,82,0.173310,-0.171244,0.070159,0.999992,0.003107,0.002312,0.000379
81,351,0.033311,0.115978,0.129325,0.999966,0.004452,-0.006588,-0.001994
82,538,0.066783,0.055778,-0.069873,0.999982,-0.000350,0.004396,0.004070
84,536,-0.009444,0.018603,-0.517737,0.999969,-0.005247,0.005845,0.000852
352,537,0.008207,0.059982,-0.028746,0.999997,-0.001949,-0.001651,0.000031
726,539,-0.012716,-0.005299,-0.073135,0.999986,-0.005074,-0.000772,-0.001202
85,538,-0.044737,-0.025336,-0.261743,0.999986,-0.004556,-0.002394,0.001056
727,352,0.011001,0.011691,-0.156111,0.999995,0.000987,-0.002562,0.001399
728,353,-0.094732,-0.019614,0.128131,0.999986,-0.001638,0.004522,0.002293
729,87,0.016935,0.038703,-0.013161,0.999997,0.000697,0.000053,0.002140
730,543,0.081053,0.038831,0.068600,0.999873,0.001563,-0.015815,0.001462
731,543,-0.032478,0.042369,0.063991,0.999965,0.002516,-0.007766,-0.001599
89,358,0.051122,-0.009866,-0.053933,0.999964,0.002100,-0.008227,0.000786
90,359,0.003558,-0.055913,-0.107554,0.999990,-0.003178,0.002330,0.002055
735,92,0.000465,-0.000453,0.013302,0.999972,0.007012,-0.001483,-0.002130
736,548,0.033909,-0.003939,0.074951,0.999997,0.001695,-0.000915,-0.001802
361,548,-0.106220,0.103518,0.098897,0.999943,-0.002564,-0.007110,0.007559
737,549,-0.020911,0.082075,0.079619,0.999996,-0.001242,-0.001614,-0.002121
738,95,0.016726,-0.109760,-0.069122,0.999945,-0.009692,0.004053,0.000274
362,550,-0.016773,0.111764,0.032136,0.999993,0.003331,0.001718,-0.000346
96,552,0.082288,-0.057063,-0.075655,0.999995,0.000666,0.002779,-0.000949
97,366,-0.018311,-0.061324,-0.102037,0.999978,-0.005811,-0.002864,-0.001049
367,553,0.011394,-0.041207,0.000355,0.999999,0.000428,-0.000782,-0.000860
99,367,-0.304853,-0.285503,-0.332980,0.999840,0.011069,-0.010099,-0.009764
368,554,0.023064,0.001121,0.003287,0.999972,-0.001147,-0.005632,-0.004723
100,369,-0.020921,0.054649,-0.028487,0.999997,0.001064,-0.000952,0.001849
744,102,0.037684,-0.021714,-0.076727,0.999991,-0.001071,-0.003008,0.002653
102,370,0.208187,-0.128449,-0.007055,0.999950,0.003091,0.004684,0.008285
745,370,-0.080714,0.166023,-0.125538,0.999965,-0.003466,-0.003258,0.006948
371,558,-0.187909,-0.060867,0.083229,0.999968,-0.004194,-0.002612,-0.006226
103,558,-0.088612,-0.141551,-0.040663,0.999978,0.003345,-0.000893,-0.005715
747,559,0.105682,-0.090382,0.112750,0.999974,0.005704,-0.001580,-0.004172
373,560,0.039338,0.043708,-0.014776,0.999977,0.004253,0.002123,0.004805
374,560,0.082145,0.007732,0.003453,0.999991,0.003737,0.000270,-0.002049
750,107,0.014069,-0.026637,-0.038909,0.999996,-0.000106,-0.002517,0.001275
375,562,-0.141564,0.235443,-0.048058,0.999917,-0.008119,-0.007491,-0.006687
108,376,0.130854,0.101836,-0.105107,0.999830,-0.014008,0.011959,-0.000361
752,378,-0.084519,-0.238481,0.143856,0.999987,0.003915,-0.002507,0.002236
753,110,-0.022270,0.237360,-0.008370,0.999997,-0.000966,-0.001413,-0.001868
379,565,0.033490,0.096385,0.022053,0.999999,0.001288,-0.000578,0.000359
110,567,-0.015665,0.094429,-0.106897,0.999975,0.004259,-0.004288,-0.003577
380,567,0.031361,-0.022908,0.019257,0.999987,-0.004963,-0.000406,-0.001470
112,566,0.060298,-0.010856,0.020073,0.999983,0.001958,0.003148,-0.004582
113,381,0.011440,-0.027351,0.108312,0.999949,0.009164,0.003835,-0.001652
382,568,-0.023304,0.004088,-0.123470,0.999971,0.003211,0.002874,0.006240
114,570,0.102895,-0.133156,-0.007010,0.999995,-0.001566,0.001077,-0.002530
759,116,-0.010168,0.182784,0.030317,0.999950,0.001951,-0.009739,0.000789
115,385,0.007460,-0.049371,-0.184000,0.999932,-0.007328,-0.008855,0.002199
117,383,0.325249,0.016837,0.088160,0.999977,0.001815,-0.002857,-0.005879
384,572,0.058511,0.178048,-0.030641,0.999939,0.008585,-0.006911,0.001201
760,118,-0.004049,-0.209350,0.090185,0.999974,-0.002629,-0.004661,-0.004908
115,387,-0.426864,-0.177161,-0.384529,0.999871,-0.003294,-0.012732,0.009174
118,385,-0.044345,-0.115095,-0.033913,0.999966,0.001535,-0.007774,0.002153
119,387,0.274777,0.080633,-0.052338,0.999948,-0.002655,0.007476,-0.006335
386,574,-0.037124,-0.199475,-0.160769,0.999954,0.007440,-0.003159,0.005224
761,388,0.078233,-0.173347,-0.064599,0.999967,0.006816,0.002852,0.003261
762,388,0.031227,-0.041888,0.063723,0.999929,0.011022,-0.002742,0.003586
120,388,-0.136409,-0.001645,0.072889,0.999920,-0.006259,-0.010918,0.001431
121,577,-0.001723,0.083362,-0.335411,0.999898,0.009041,0.010973,0.001669
765,578,0.027054,0.117102,-0.164701,0.999940,-0.010503,0.003109,0.000340
766,122,0.001413,-0.099866,0.142295,0.999975,-0.005981,0.002367,0.002874
123,578,-0.007783,-0.047908,0.051783,0.999994,0.002621,0.000764,-0.002281
767,580,0.003249,-0.113773,0.218310,0.999982,-0.004753,0.000263,0.003571
768,124,0.180548,-0.202413,-1.125905,0.999668,-0.010090,0.022572,-0.007288
769,125,0.082210,-0.086542,-0.094752,0.999963,0.004201,0.003805,0.006474
126,580,0.082489,-0.039571,0.064197,0.999972,-0.001080,0.005603,-0.004747
770,582,0.022377,0.024839,-0.004888,0.999956,-0.009286,-0.000202,0.001572
771,127,0.051709,0.022252,-0.008519,0.999976,-0.002815,0.006023,-0.002016
128,582,0.218551,0.049218,-0.000465,0.999953,0.006073,0.006878,-0.002984
128,398,0.013347,-0.008490,-0.000342,0.999993,-0.000751,-0.000277,0.003584
773,585,0.016660,0.023306,-0.023492,0.999993,-0.000017,0.003435,-0.001202
399,584,0.121763,0.280341,-0.019372,0.999969,-0.004183,-0.000452,-0.006696
130,586,0.154293,-0.036105,0.027635,0.999939,-0.008079,0.007477,0.000440
775,131,-0.061126,-0.173358,-0.046207,0.999982,0.000979,0.001122,-0.005860
132,587,0.101324,0.078789,0.078961,0.999972,-0.000664,0.004799,-0.005732
132,401,-0.042544,-0.010292,-0.126021,0.999974,-0.001980,-0.006868,-0.000726
777,134,0.113921,-0.024143,-0.180048,0.999957,-0.000936,-0.004501,0.008064
778,590,0.021571,0.010864,0.054650,0.999994,0.000538,0.001473,0.003144
135,591,0.039261,0.096532,0.083778,0.999994,-0.000508,-0.002131,0.002594
780,592,0.035724,-0.046062,0.073663,0.999972,0.004373,0.005992,-0.001008
137,405,-0.024639,-0.096179,0.025961,0.999998,0.001753,-0.000157,0.001289
138,591,-0.131998,0.076673,0.208945,0.999897,-0.001301,0.013087,-0.005787
406,593,0.106779,-0.029445,0.068241,0.999994,0.003181,0.001332,-0.000758
781,407,0.012116,-0.003987,-0.027991,0.999826,-0.017437,0.006202,-0.002278
138,594,-0.024570,0.220170,-0.054849,0.999990,0.003161,0.002911,-0.001498
407,594,-0.001972,0.084820,0.010582,0.999985,0.005196,-0.001300,0.001396
782,408,-0.060607,0.064684,0.137395,0.999978,0.000985,0.003558,-0.005425
139,409,0.030411,0.091175,0.116530,0.999917,-0.012163,-0.001675,-0.004007
406,595,-0.000875,0.025241,0.126036,0.999962,0.006765,-0.003906,-0.003751
783,409,0.024425,0.043891,0.034486,0.999987,-0.003556,0.001542,-0.003207
784,596,-0.065392,0.086068,0.023671,1.000000,0.000455,-0.000129,-0.000585
785,598,-0.011471,-0.024691,-0.029034,0.999995,-0.002069,-0.001681,-0.001611
411,597,0.048302,0.026641,-0.029622,0.999976,0.000805,-0.005417,0.004332
143,411,0.030375,0.225526,-0.068760,0.999987,-0.005077,-0.000484,0.000825
787,599,0.058064,-0.090490,0.018557,0.999992,-0.002151,0.003130,0.001139
788,600,0.185678,0.076852,0.067759,0.999868,-0.005781,0.014765,-0.003571
789,146,0.006821,0.087309,-0.048980,0.999986,0.002128,-0.004096,-0.002446
146,601,0.005464,0.063134,-0.010679,0.999999,0.000349,-0.000886,0.000850
146,417,-0.029606,-0.134164,0.074385,0.999971,-0.005570,-0.003535,0.003747
791,416,-0.102148,0.045477,0.069220,0.999977,-0.001286,0.005783,-0.003383
792,604,-0.267330,-0.249128,-0.240053,0.999760,-0.021716,0.001562,0.002429
793,604,-0.001643,0.010275,-0.134028,0.999987,-0.004968,-0.000110,0.000614
794,152,0.032730,0.088616,0.363988,0.999848,0.017418,0.001137,0.000482
151,420,0.076448,0.015826,-0.036427,0.999997,-0.000556,-0.000350,-0.002439
795,152,0.313850,-0.220997,0.480917,0.999781,0.004051,-0.020290,-0.003187
421,607,0.230509,0.112555,0.022921,0.999996,-0.000009,0.000873,-0.002629
155,610,-0.102607,0.052662,0.044741,0.999991,-0.003630,0.001172,-0.002004
155,424,-0.037443,0.026513,0.052807,0.999998,0.001142,0.000948,-0.001233
424,611,-0.110300,0.005380,-0.042708,0.999976,-0.002532,0.004832,0.004286
156,425,0.121954,-0.113700,-0.122416,0.999966,0.002471,0.007736,0.001159
800,157,0.067429,0.012353,-0.011768,0.999993,0.002756,-0.002224,0.001224
426,612,0.084369,-0.054630,0.259419,0.999861,-0.012978,-0.006157,-0.008408
158,426,-0.141723,-0.065023,0.352768,0.999825,-0.005178,0.017966,0.001131
802,428,-0.023853,-0.117342,-0.171710,0.999996,-0.000365,-0.002799,0.000820
428,614,0.074256,-0.128804,-0.055903,0.999997,0.002411,0.000873,0.000491
804,161,0.062537,-0.066238,0.034808,0.999986,-0.003678,0.001270,0.003449
161,616,0.049483,-0.067444,0.029813,0.999937,-0.005180,-0.009239,-0.003640
805,617,-0.023864,0.021978,0.032149,0.999983,-0.004012,-0.003896,0.001328
430,618,0.153790,0.061148,-0.078870,0.999992,-0.000986,0.000209,0.003923
164,432,0.020416,-0.007539,-0.024076,0.999985,0.002858,0.000331,0.004601
433,620,0.150523,-0.183269,-0.033039,0.999991,-0.004132,0.001260,0.000138
809,286,0.033414,0.052672,-0.105647,0.999987,0.001413,0.004905,0.000918
167,286,0.092503,0.110112,-0.000389,0.999825,-0.005744,0.017758,-0.001604
435,621,0.116415,-0.202037,-0.218559,0.999981,-0.005426,0.002720,-0.001361
167,622,-0.076917,0.028627,-0.024735,0.999998,-0.000222,-0.000926,0.001469
168,623,-0.019375,-0.048193,-0.385278,0.999858,0.008544,-0.014536,0.000754
16,168,0.056417,-0.061547,0.156273,0.999978,-0.000478,0.006186,-0.002421
169,437,-0.119318,-0.131600,-0.094607,0.999944,0.009039,-0.004098,-0.003632
813,625,0.053289,-0.015575,-0.039898,0.999977,-0.006255,-0.002424,0.000996
814,282,-0.051800,-0.089663,0.022873,0.999957,-0.004040,0.008348,-0.000195
171,200,0.095957,0.000663,-0.201086,0.999980,0.002678,-0.005546,0.001542
282,438,-0.203110,0.009323,-0.175148,0.999960,0.000578,-0.007808,-0.004419
815,198,-0.051991,0.080246,-0.197722,0.999973,0.004166,-0.005949,-0.001378
172,628,-0.011680,-0.023395,0.103358,0.999987,-0.003569,0.003513,0.001015
198,440,0.093416,0.010930,-0.010626,0.999966,-0.000135,0.006076,0.005578
281,628,0.070489,-0.230077,-0.127280,0.999998,0.001877,-0.000423,-0.000746
816,12,0.054903,-0.004939,-0.128311,0.999974,-0.007056,0.000879,-0.001134
12,173,0.022894,-0.095617,-0.117647,0.999983,-0.000218,0.004327,-0.003981
279,628,0.004252,0.030193,-0.006586,0.999998,0.000322,0.001199,-0.001542
817,198,0.027938,0.066814,-0.310802,0.999902,0.010463,-0.009174,0.001278
10,174,0.029567,-0.147176,0.139094,0.999982,0.003623,0.001877,0.004305
11,173,0.041637,-0.124728,-0.094619,0.999931,0.002417,0.010969,-0.003580
198,279,-0.093927,0.010475,0.005365,0.999982,0.000491,-0.000546,-0.005880
443,466,-0.066211,0.023020,0.148883,0.999984,-0.002242,-0.003996,0.003438
818,278,0.136391,0.068926,0.023415,0.999990,0.000070,0.003057,0.003351
9,442,-0.069507,0.163908,0.985367,0.999461,0.009690,0.030437,-0.007522
175,631,0.016264,0.020629,0.089620,0.999982,0.004312,-0.003308,-0.002694
443,631,0.052909,-0.030989,-0.037265,0.999997,0.002400,0.000473,0.000544
820,176,-0.036906,0.039739,-0.119087,0.999977,0.006253,0.002150,-0.001687
821,193,0.245254,0.064728,-0.060643,0.999995,0.002150,0.001629,-0.001462
178,445,0.015000,-0.028845,0.041702,0.999761,-0.018800,0.009335,0.006158
